#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000575_03319	1210884.HG799465_gene11435	3.19e-53	189.0	COG1680@1|root,COG1680@2|Bacteria,2IX14@203682|Planctomycetes	203682|Planctomycetes	V	COG1680 Beta-lactamase class C and other penicillin binding	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
MGYG000000575_01294	1526927.Plano_2744	1.5e-69	223.0	COG0351@1|root,COG0351@2|Bacteria,1TQ4A@1239|Firmicutes,4HAAH@91061|Bacilli,26DBP@186818|Planococcaceae	91061|Bacilli	H	Phosphomethylpyrimidine kinase	thiD	-	2.7.1.49,2.7.4.7	ko:K00941	ko00730,ko01100,map00730,map01100	M00127	R03471,R04509	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Phos_pyr_kin
MGYG000000575_02682	765952.PUV_07610	1.03e-151	440.0	COG3842@1|root,COG3842@2|Bacteria,2JFST@204428|Chlamydiae	204428|Chlamydiae	P	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	potA	-	3.6.3.31	ko:K11072	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.11.1	-	-	ABC_tran,TOBE_2
MGYG000000575_01505	344747.PM8797T_13857	1.94e-54	183.0	COG0584@1|root,COG0584@2|Bacteria	2|Bacteria	C	glycerophosphodiester phosphodiesterase activity	-	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD,MoCF_biosynth
MGYG000000575_02069	446470.Snas_5301	2.84e-36	139.0	COG0451@1|root,COG0451@2|Bacteria,2IA6C@201174|Actinobacteria	201174|Actinobacteria	GM	NAD dependent epimerase/dehydratase family	-	-	-	-	-	-	-	-	-	-	-	-	Epimerase
MGYG000000575_00771	794903.OPIT5_20680	1.04e-43	151.0	COG0424@1|root,COG0424@2|Bacteria,46VD8@74201|Verrucomicrobia,3K804@414999|Opitutae	414999|Opitutae	D	Maf-like protein	-	-	-	ko:K06287	-	-	-	-	ko00000	-	-	-	Maf
MGYG000000575_01836	1121342.AUCO01000011_gene2945	5.59e-173	497.0	COG3875@1|root,COG3875@2|Bacteria,1TQ1C@1239|Firmicutes,247PH@186801|Clostridia,36DMW@31979|Clostridiaceae	186801|Clostridia	S	Domain of unknown function (DUF2088)	-	-	5.1.2.1	ko:K22373	ko00620,map00620	-	R01450	RC00519	ko00000,ko00001,ko01000	-	-	-	DUF2088
MGYG000000575_02059	909663.KI867150_gene79	2.12e-241	678.0	COG4868@1|root,COG4868@2|Bacteria,1NN03@1224|Proteobacteria,42P46@68525|delta/epsilon subdivisions,2WKVV@28221|Deltaproteobacteria,2MR6J@213462|Syntrophobacterales	28221|Deltaproteobacteria	S	Domain of unknown function (DUF1846)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1846
MGYG000000575_02468	351627.Csac_0600	3.54e-58	192.0	COG1082@1|root,COG1082@2|Bacteria,1TSK3@1239|Firmicutes,24DCC@186801|Clostridia,42FNF@68295|Thermoanaerobacterales	186801|Clostridia	G	PFAM Xylose isomerase domain-containing protein TIM barrel	-	-	-	-	-	-	-	-	-	-	-	-	AP_endonuc_2
MGYG000000575_00061	573413.Spirs_0180	4.51e-44	160.0	COG0614@1|root,COG0614@2|Bacteria,2J94K@203691|Spirochaetes	203691|Spirochaetes	P	ABC-type Fe3 -hydroxamate transport system, periplasmic component	-	-	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2
MGYG000000575_01259	660470.Theba_2089	1.06e-168	492.0	COG1129@1|root,COG1129@2|Bacteria,2GC9C@200918|Thermotogae	200918|Thermotogae	P	PFAM ABC transporter	-	-	3.6.3.17	ko:K10441	ko02010,map02010	M00212	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	-	ABC_tran
MGYG000000575_02163	278957.ABEA03000110_gene1304	7.7e-49	168.0	COG1028@1|root,COG1028@2|Bacteria,46UX8@74201|Verrucomicrobia,3K9PA@414999|Opitutae	414999|Opitutae	IQ	KR domain	-	-	1.1.1.47	ko:K00034	ko00030,ko01120,ko01200,map00030,map01120,map01200	-	R01520,R01521	RC00066	ko00000,ko00001,ko01000	-	-	-	adh_short_C2
MGYG000000575_01551	1282361.ABAC402_10870	7.31e-45	167.0	COG5434@1|root,COG5434@2|Bacteria,1MXP8@1224|Proteobacteria,2TT1A@28211|Alphaproteobacteria	28211|Alphaproteobacteria	G	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28,Pectate_lyase_3
MGYG000000575_01506	858215.Thexy_0120	4.73e-91	285.0	COG2070@1|root,COG2070@2|Bacteria,1TPX1@1239|Firmicutes,247YZ@186801|Clostridia,42EQX@68295|Thermoanaerobacterales	186801|Clostridia	C	PFAM 2-nitropropane dioxygenase NPD	-	-	-	-	-	-	-	-	-	-	-	-	MarR,NMO
MGYG000000575_02758	588581.Cpap_3494	2.48e-37	133.0	COG0817@1|root,COG0817@2|Bacteria,1V3N9@1239|Firmicutes,24HMI@186801|Clostridia,3WIS5@541000|Ruminococcaceae	186801|Clostridia	L	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group	ruvC	-	3.1.22.4	ko:K01159	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvC
MGYG000000575_00721	264201.pc0428	4.81e-58	186.0	COG0098@1|root,COG0098@2|Bacteria,2JG03@204428|Chlamydiae	204428|Chlamydiae	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body	rpsE	-	-	ko:K02988	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S5,Ribosomal_S5_C
MGYG000000575_01591	1123376.AUIU01000013_gene1818	1.18e-173	494.0	COG0473@1|root,COG0473@2|Bacteria,3J0JQ@40117|Nitrospirae	40117|Nitrospirae	C	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate	leuB	-	1.1.1.85	ko:K00052	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R00994,R04426,R10052	RC00084,RC00417,RC03036	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Iso_dh
MGYG000000575_02444	743719.PaelaDRAFT_3427	1.43e-184	534.0	COG1053@1|root,COG1053@2|Bacteria,1TSG9@1239|Firmicutes,4HE2J@91061|Bacilli,26QE0@186822|Paenibacillaceae	91061|Bacilli	C	FAD dependent oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	FAD_oxidored
MGYG000000575_00573	314230.DSM3645_12521	6.88e-161	484.0	COG1199@1|root,COG1199@2|Bacteria,2IX82@203682|Planctomycetes	203682|Planctomycetes	KL	helicase	-	-	3.6.4.12	ko:K03722	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DEAD,DEAD_2,Helicase_C_2,ResIII
MGYG000000575_00057	536019.Mesop_2083	2.55e-105	342.0	2F5ED@1|root,33Y06@2|Bacteria	2|Bacteria	S	Domain of unknown function (DUF4838)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4838
MGYG000000575_01767	1121918.ARWE01000001_gene21	2.37e-90	281.0	COG4658@1|root,COG4658@2|Bacteria,1MVY6@1224|Proteobacteria,42QE5@68525|delta/epsilon subdivisions,2WM8R@28221|Deltaproteobacteria,43S58@69541|Desulfuromonadales	28221|Deltaproteobacteria	C	NQR2, RnfD, RnfE family	-	-	-	ko:K03614	-	-	-	-	ko00000	-	-	-	NQR2_RnfD_RnfE
MGYG000000575_02035	1396418.BATQ01000166_gene1881	2.29e-49	170.0	COG0299@1|root,COG0615@1|root,COG0299@2|Bacteria,COG0615@2|Bacteria,46SUW@74201|Verrucomicrobia,2IWN8@203494|Verrucomicrobiae	203494|Verrucomicrobiae	FIM	Cytidylyltransferase-like	-	-	-	-	-	-	-	-	-	-	-	-	CTP_transf_like,Formyl_trans_N
MGYG000000575_00445	1445613.JALM01000067_gene5514	4.56e-24	117.0	COG1572@1|root,COG1572@2|Bacteria,2IAZH@201174|Actinobacteria	201174|Actinobacteria	G	Domain of unknown function (DUF4091)	-	-	-	-	-	-	-	-	-	-	-	-	CBM_4_9,CBM_6,Cadherin-like,DUF4091,F5_F8_type_C
MGYG000000575_00597	1105031.HMPREF1141_2380	8.81e-80	251.0	COG1180@1|root,COG1180@2|Bacteria,1TPK2@1239|Firmicutes,24871@186801|Clostridia,36DCB@31979|Clostridiaceae	186801|Clostridia	C	glycyl-radical enzyme activating protein family	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_12,Fer4_14,Radical_SAM
MGYG000000575_02048	794903.OPIT5_01925	1.96e-20	94.0	COG2165@1|root,COG2165@2|Bacteria,46YIJ@74201|Verrucomicrobia,3K9NQ@414999|Opitutae	414999|Opitutae	NU	Prokaryotic N-terminal methylation motif	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
MGYG000000575_00325	1379698.RBG1_1C00001G1816	1.23e-14	86.3	COG0457@1|root,COG1807@1|root,COG0457@2|Bacteria,COG1807@2|Bacteria,2NR9R@2323|unclassified Bacteria	2|Bacteria	M	Dolichyl-phosphate-mannose-protein mannosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	DUF2723,PMT_2,TPR_1,TPR_2,TPR_8
MGYG000000575_00962	665571.STHERM_c21040	2.66e-38	144.0	COG4977@1|root,COG4977@2|Bacteria,2JBDB@203691|Spirochaetes	203691|Spirochaetes	K	AraC-like ligand binding domain	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
MGYG000000575_01588	555079.Toce_0535	2.21e-59	189.0	COG1905@1|root,COG1905@2|Bacteria,1V4IR@1239|Firmicutes,25CD0@186801|Clostridia,42GNA@68295|Thermoanaerobacterales	186801|Clostridia	C	Thioredoxin-like [2Fe-2S] ferredoxin	-	-	1.6.5.3	ko:K00334	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	2Fe-2S_thioredx
MGYG000000575_01616	195253.Syn6312_1284	2.38e-36	124.0	COG2314@1|root,COG2314@2|Bacteria,1G9J3@1117|Cyanobacteria,1H148@1129|Synechococcus	1117|Cyanobacteria	S	TM2 domain	-	-	-	-	-	-	-	-	-	-	-	-	TM2
MGYG000000575_03977	1120746.CCNL01000017_gene2842	1.29e-156	453.0	COG0006@1|root,COG0006@2|Bacteria	2|Bacteria	E	proline dipeptidase activity	-	-	3.4.11.9	ko:K01262	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Creatinase_N,Peptidase_M24
MGYG000000575_02365	1123274.KB899424_gene3012	4.67e-140	437.0	COG0826@1|root,COG0826@2|Bacteria,2J667@203691|Spirochaetes	203691|Spirochaetes	O	Peptidase U32	-	-	-	ko:K08303	ko05120,map05120	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	DUF3656,Peptidase_U32
MGYG000000575_02954	1304880.JAGB01000002_gene2302	7.47e-152	444.0	COG0673@1|root,COG0673@2|Bacteria,1TRCC@1239|Firmicutes,248FQ@186801|Clostridia	186801|Clostridia	S	Oxidoreductase NAD-binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
MGYG000000575_01127	1121335.Clst_2416	1.47e-227	640.0	COG0362@1|root,COG0362@2|Bacteria,1TP4I@1239|Firmicutes,248YA@186801|Clostridia	186801|Clostridia	H	Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH	gnd	-	1.1.1.343,1.1.1.44	ko:K00033	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200	M00004,M00006	R01528,R10221	RC00001,RC00539	ko00000,ko00001,ko00002,ko01000	-	-	-	6PGD,NAD_binding_2
MGYG000000575_02055	383372.Rcas_2433	3.94e-51	169.0	COG2065@1|root,COG2065@2|Bacteria,2G6WS@200795|Chloroflexi,375J4@32061|Chloroflexia	32061|Chloroflexia	F	Regulates the transcription of the pyrimidine nucleotide (pyr) operon in response to exogenous pyrimidines	pyrR	-	2.4.2.9	ko:K02825	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000,ko03000	-	-	-	Pribosyltran
MGYG000000575_01701	1408428.JNJP01000042_gene2984	2.25e-97	295.0	COG1108@1|root,COG1108@2|Bacteria,1MVC2@1224|Proteobacteria,42MYM@68525|delta/epsilon subdivisions,2WQZ7@28221|Deltaproteobacteria,2MGEW@213115|Desulfovibrionales	28221|Deltaproteobacteria	P	ABC 3 transport family	-	-	-	ko:K09816	ko02010,map02010	M00242	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15.3,3.A.1.15.5	-	-	ABC-3
MGYG000000575_00193	313628.LNTAR_24451	4.01e-89	281.0	COG5000@1|root,COG5000@2|Bacteria	2|Bacteria	T	phosphorelay sensor kinase activity	ntrB	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA,PAS,PAS_4,PAS_8,Response_reg,sCache_3_2
MGYG000000575_00031	478741.JAFS01000001_gene1072	1.44e-111	332.0	COG0777@1|root,COG0777@2|Bacteria,46SI0@74201|Verrucomicrobia,37FV1@326457|unclassified Verrucomicrobia	74201|Verrucomicrobia	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA	accD	-	2.1.3.15,6.4.1.2	ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	Carboxyl_trans
MGYG000000575_01598	1303518.CCALI_01235	3.03e-09	63.9	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456,ko:K02679	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000000575_01532	309801.trd_1011	5.65e-144	430.0	COG4962@1|root,COG4962@2|Bacteria,2G68E@200795|Chloroflexi,27XTR@189775|Thermomicrobia	189775|Thermomicrobia	U	Type II/IV secretion system protein	-	-	-	ko:K02283	-	-	-	-	ko00000,ko02035,ko02044	-	-	-	T2SSE
MGYG000000575_00753	667015.Bacsa_1229	5.43e-130	382.0	COG1735@1|root,COG1735@2|Bacteria,4P6JM@976|Bacteroidetes,2FR29@200643|Bacteroidia,4APHI@815|Bacteroidaceae	976|Bacteroidetes	S	metal-dependent hydrolase with the TIM-barrel fold	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000575_01263	1089550.ATTH01000001_gene2408	4.01e-96	306.0	COG1075@1|root,COG1075@2|Bacteria	2|Bacteria	KLT	acetyltransferases and hydrolases with the alpha beta hydrolase fold	-	-	2.3.1.43	ko:K00650	ko00564,ko04979,map00564,map04979	-	R02114	RC00037,RC00055	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_6,Abhydrolase_8,DUF676,DUF900,DUF915,LCAT,Lipase_2,NB-ARC,PGAP1,Peptidase_C14,Peptidase_S8,TPR_10,TPR_12
MGYG000000575_01575	665571.STHERM_c03740	4.7e-24	98.6	COG1762@1|root,COG1762@2|Bacteria,2J5KE@203691|Spirochaetes	203691|Spirochaetes	G	DNA-binding protein PTS system, IIA component	-	-	-	ko:K02806	ko02060,map02060	-	-	-	ko00000,ko00001,ko01000,ko02000	-	-	-	HTH_17,PTS_EIIA_2
MGYG000000575_02415	595460.RRSWK_04372	8.41e-27	106.0	COG3090@1|root,COG3090@2|Bacteria	2|Bacteria	G	Trap-type c4-dicarboxylate transport system, small permease component	-	-	-	ko:K11689	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.56.1	-	-	DctQ
MGYG000000575_00226	657309.BXY_04130	2.18e-08	64.7	COG3866@1|root,COG3866@2|Bacteria,4P09P@976|Bacteroidetes,2FNQB@200643|Bacteroidia,4AMAR@815|Bacteroidaceae	976|Bacteroidetes	G	pectate lyase K01728	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000575_03954	478749.BRYFOR_07681	2.36e-50	174.0	COG3475@1|root,COG3475@2|Bacteria,1VBSV@1239|Firmicutes,24C5H@186801|Clostridia	186801|Clostridia	M	LICD family	licD	-	-	ko:K07271	-	-	-	-	ko00000,ko01000	-	-	-	LicD
MGYG000000575_01909	382464.ABSI01000012_gene2053	7.05e-19	92.4	COG2207@1|root,COG2207@2|Bacteria,46VZU@74201|Verrucomicrobia,2IW5E@203494|Verrucomicrobiae	203494|Verrucomicrobiae	K	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
MGYG000000575_03404	661478.OP10G_2992	6.66e-11	70.1	COG4537@1|root,COG4537@2|Bacteria	2|Bacteria	U	Required for transformation and DNA binding	comGC	GO:0005575,GO:0005623,GO:0005886,GO:0009986,GO:0016020,GO:0044464,GO:0071944	-	ko:K02245,ko:K02456	ko03070,ko05111,map03070,map05111	M00331,M00429	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl,SBP_bac_10,T2SSG
MGYG000000575_02233	313628.LNTAR_20478	5.33e-47	155.0	COG0103@1|root,COG0103@2|Bacteria	2|Bacteria	J	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	rpsI	GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Cu_amine_oxidN1,Ribosomal_S9
MGYG000000575_01244	313628.LNTAR_20438	5.52e-27	114.0	COG4589@1|root,COG4589@2|Bacteria	2|Bacteria	S	phosphatidate cytidylyltransferase activity	cdsA	-	2.7.7.41	ko:K00981	ko00564,ko01100,ko01110,ko04070,map00564,map01100,map01110,map04070	M00093	R01799	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_1,TraL
MGYG000000575_02371	29581.BW37_03909	1.48e-89	277.0	COG0573@1|root,COG0573@2|Bacteria,1MVKP@1224|Proteobacteria,2VH4G@28216|Betaproteobacteria,472NW@75682|Oxalobacteraceae	28216|Betaproteobacteria	P	probably responsible for the translocation of the substrate across the membrane	pstC	-	-	ko:K02037	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.7	-	-	BPD_transp_1
MGYG000000575_02287	690850.Desaf_3676	4.2e-79	255.0	COG0304@1|root,COG0304@2|Bacteria,1RAFK@1224|Proteobacteria,42R69@68525|delta/epsilon subdivisions,2WMWJ@28221|Deltaproteobacteria,2MEFR@213115|Desulfovibrionales	28221|Deltaproteobacteria	H	Belongs to the beta-ketoacyl-ACP synthases family	-	-	2.3.1.179,2.3.1.41	ko:K00647,ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Ketoacyl-synt_C,ketoacyl-synt
MGYG000000575_01881	685035.ADAE01000018_gene882	3.19e-11	64.3	2CDSP@1|root,32RYD@2|Bacteria,1N213@1224|Proteobacteria,2UFIC@28211|Alphaproteobacteria,2KB35@204457|Sphingomonadales	204457|Sphingomonadales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000575_01831	278957.ABEA03000186_gene1539	1.82e-103	315.0	COG0247@1|root,COG0247@2|Bacteria,46XZP@74201|Verrucomicrobia,3K8PE@414999|Opitutae	414999|Opitutae	C	lactate metabolic process	-	-	-	ko:K21834	-	-	-	-	ko00000	-	-	-	-
MGYG000000575_00143	717605.Theco_3067	9.54e-07	58.5	COG1609@1|root,COG1609@2|Bacteria,1UYH6@1239|Firmicutes,4HC4G@91061|Bacilli,26UHZ@186822|Paenibacillaceae	91061|Bacilli	K	LacI family transcriptional regulator	purR8	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
MGYG000000575_00386	1123371.ATXH01000010_gene732	5.51e-158	457.0	COG0426@1|root,COG0426@2|Bacteria,2GHA9@200940|Thermodesulfobacteria	200940|Thermodesulfobacteria	C	Flavodoxin	-	-	-	-	-	-	-	-	-	-	-	-	Flavodoxin_1,Lactamase_B,Lactamase_B_2
MGYG000000575_03555	886293.Sinac_5778	5.82e-33	131.0	COG1560@1|root,COG1560@2|Bacteria,2IY7N@203682|Planctomycetes	203682|Planctomycetes	M	Lipid A biosynthesis acyltransferase	-	-	2.3.1.241	ko:K02517	ko00540,ko01100,map00540,map01100	M00060	R05146	RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Lip_A_acyltrans
MGYG000000575_01342	33035.JPJF01000001_gene2547	8.42e-13	75.9	COG2207@1|root,COG2207@2|Bacteria,1V0Z0@1239|Firmicutes,24BNN@186801|Clostridia,3XZEN@572511|Blautia	186801|Clostridia	K	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18,HTH_AraC
MGYG000000575_01480	4792.ETI42136	9e-11	69.7	COG0484@1|root,KOG0714@2759|Eukaryota,3QBG8@4776|Peronosporales	4776|Peronosporales	O	Transmembrane Fragile-X-F protein	-	-	-	-	-	-	-	-	-	-	-	-	DnaJ,Tmemb_185A
MGYG000000575_03890	1392493.JIAB01000001_gene673	4.08e-91	276.0	COG1028@1|root,COG1028@2|Bacteria,1TP76@1239|Firmicutes,247PV@186801|Clostridia,27IXU@186928|unclassified Lachnospiraceae	186801|Clostridia	IQ	Enoyl-(Acyl carrier protein) reductase	fabG	-	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
MGYG000000575_02032	1968.JOEV01000004_gene2823	1.56e-21	108.0	COG3934@1|root,COG3934@2|Bacteria,2I3ED@201174|Actinobacteria	201174|Actinobacteria	G	Domain of unknown function (DUF4091)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4091
MGYG000000575_00532	313628.LNTAR_03914	8.67e-29	105.0	COG0184@1|root,COG0184@2|Bacteria	2|Bacteria	J	rRNA binding	rpsO	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006378,GO:0006396,GO:0006397,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0031123,GO:0031124,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043631,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02956	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S15
MGYG000000575_03299	5722.XP_001318246.1	8.01e-60	194.0	2EIGX@1|root,2SNWW@2759|Eukaryota	2759|Eukaryota	S	Nucleoside 2-deoxyribosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Nuc_deoxyrib_tr
MGYG000000575_00231	760142.Hipma_0218	1.61e-263	746.0	COG1048@1|root,COG1048@2|Bacteria,1MU9T@1224|Proteobacteria,42N5M@68525|delta/epsilon subdivisions,2WIIV@28221|Deltaproteobacteria,2M6MV@213113|Desulfurellales	28221|Deltaproteobacteria	C	Aconitase family (aconitate hydratase)	-	-	4.2.1.3	ko:K01681	ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010,M00012,M00173,M00740	R01324,R01325,R01900	RC00497,RC00498,RC00618	br01601,ko00000,ko00001,ko00002,ko01000	-	-	iAF987.Gmet_2763	Aconitase,Aconitase_C
