#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000002473_02423	1123371.ATXH01000001_gene1179	0.000551	48.1	COG2976@1|root,COG2976@2|Bacteria,2GHNZ@200940|Thermodesulfobacteria	200940|Thermodesulfobacteria	S	Tetratricopeptide repeat-like domain	-	-	-	-	-	-	-	-	-	-	-	-	TPR_21
MGYG000002473_01716	1521187.JPIM01000014_gene1776	9.03e-10	70.9	COG1807@1|root,COG1807@2|Bacteria	2|Bacteria	M	4-amino-4-deoxy-L-arabinose transferase activity	-	-	-	-	-	-	-	-	-	-	-	-	PMT,PMT_2,TPR_11,TPR_16,TPR_17,TPR_8
MGYG000002473_01024	1303518.CCALI_01759	5.13e-127	400.0	COG0383@1|root,COG0383@2|Bacteria	2|Bacteria	G	mannose metabolic process	-	-	3.2.1.24	ko:K01191	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000,ko04131	-	GH38	-	Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C
MGYG000002473_03241	1121101.HMPREF1532_02852	1.52e-15	80.1	2CPW2@1|root,32SK0@2|Bacteria,4NW1D@976|Bacteroidetes	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_03106	1121129.KB903359_gene1920	9.02e-88	320.0	COG3210@1|root,COG3210@2|Bacteria,4PPJB@976|Bacteroidetes,2G171@200643|Bacteroidia,231NS@171551|Porphyromonadaceae	976|Bacteroidetes	U	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	Glug
MGYG000002473_00796	1396141.BATP01000035_gene4091	1.35e-118	352.0	COG0462@1|root,COG0462@2|Bacteria,46SVH@74201|Verrucomicrobia,2ITT3@203494|Verrucomicrobiae	203494|Verrucomicrobiae	EF	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs	-	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyl_synth,Pribosyltran_N
MGYG000002473_02711	1227457.C451_00525	1.08e-14	84.3	arCOG04499@1|root,arCOG04499@2157|Archaea,2XVTH@28890|Euryarchaeota,23SU1@183963|Halobacteria	28890|Euryarchaeota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_00202	1227457.C451_00525	1.08e-14	84.3	arCOG04499@1|root,arCOG04499@2157|Archaea,2XVTH@28890|Euryarchaeota,23SU1@183963|Halobacteria	28890|Euryarchaeota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_03378	589865.DaAHT2_0128	5.68e-176	506.0	COG0004@1|root,COG0004@2|Bacteria,1NR9F@1224|Proteobacteria,42M8M@68525|delta/epsilon subdivisions,2WJE2@28221|Deltaproteobacteria,2MISS@213118|Desulfobacterales	28221|Deltaproteobacteria	P	Ammonium Transporter	-	-	-	ko:K03320	-	-	-	-	ko00000,ko02000	1.A.11	-	-	Ammonium_transp
MGYG000002473_02903	794903.OPIT5_22990	1.98e-13	76.3	COG2165@1|root,COG2165@2|Bacteria,46Z5N@74201|Verrucomicrobia,3K9NF@414999|Opitutae	414999|Opitutae	NU	Protein of unknown function (DUF1559)	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
MGYG000002473_01615	1221522.B723_00285	3.58e-25	125.0	COG2373@1|root,COG3210@1|root,COG2373@2|Bacteria,COG3210@2|Bacteria,1QUXB@1224|Proteobacteria,1T5I7@1236|Gammaproteobacteria,1YRRN@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	U	Domain of unknown function (DUF4347)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4347
MGYG000002473_00447	1033743.CAES01000019_gene3274	7.79e-13	78.6	COG1653@1|root,COG1653@2|Bacteria,1TT8Y@1239|Firmicutes,4HFAF@91061|Bacilli,26TDM@186822|Paenibacillaceae	91061|Bacilli	K	GntR family transcriptional regulator	-	-	-	ko:K02027	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	GntR,SBP_bac_1,SBP_bac_8
MGYG000002473_02477	1340493.JNIF01000003_gene4296	2.91e-49	184.0	2DZRA@1|root,32VGT@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GHL10
MGYG000002473_02192	1298920.KI911353_gene3584	5.34e-127	382.0	COG1641@1|root,COG1641@2|Bacteria,1TPAV@1239|Firmicutes,247ZH@186801|Clostridia,21XFC@1506553|Lachnoclostridium	186801|Clostridia	S	Involved in the biosynthesis of a nickel-pincer cofactor ((SCS)Ni(II) pincer complex). Binds Ni(2 ), and functions in nickel delivery to pyridinium-3,5-bisthiocarboxylic acid mononucleotide (P2TMN), to form the mature cofactor. Is thus probably required for the activation of nickel-pincer cofactor- dependent enzymes	larC	-	4.99.1.12	ko:K09121	-	-	-	-	ko00000,ko01000	-	-	-	DUF111
MGYG000002473_02280	1303518.CCALI_00378	4.6e-18	90.9	COG4969@1|root,COG4969@2|Bacteria	2|Bacteria	NU	cell adhesion	-	-	-	ko:K02650	ko02020,map02020	-	-	-	ko00000,ko00001,ko02035,ko02044	3.A.15.2	-	-	LTD,N_methyl,SBP_bac_10
MGYG000002473_00165	756272.Plabr_1813	1.02e-05	51.6	COG3428@1|root,COG3428@2|Bacteria,2J3SZ@203682|Planctomycetes	203682|Planctomycetes	S	Bacterial PH domain	-	-	-	-	-	-	-	-	-	-	-	-	bPH_2
MGYG000002473_00189	1396418.BATQ01000088_gene1043	1.13e-37	157.0	COG1874@1|root,COG1874@2|Bacteria,46UMF@74201|Verrucomicrobia,2IUZG@203494|Verrucomicrobiae	203494|Verrucomicrobiae	G	Carbohydrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	CBM_4_9,Cellulase
MGYG000002473_01364	313628.LNTAR_22594	4.01e-15	82.8	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_02502	641107.CDLVIII_3391	3.53e-05	52.4	COG1396@1|root,COG1396@2|Bacteria,1VK84@1239|Firmicutes,24QK6@186801|Clostridia,36ND9@31979|Clostridiaceae	186801|Clostridia	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_3
MGYG000002473_03044	794903.OPIT5_12735	3.24e-264	775.0	COG3664@1|root,COG3664@2|Bacteria	2|Bacteria	G	PFAM glycoside hydrolase family 39	-	-	-	-	-	-	-	-	-	-	-	-	CBM9_1,CBM_6,Glyco_hydro_39,Glyco_hydro_92,Glyco_hydro_cc
MGYG000002473_03532	1396418.BATQ01000113_gene4638	3.1e-31	111.0	COG0236@1|root,COG0236@2|Bacteria,46T18@74201|Verrucomicrobia,2IUTD@203494|Verrucomicrobiae	203494|Verrucomicrobiae	IQ	Phosphopantetheine attachment site	acpP	-	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
MGYG000002473_02191	95619.PM1_0207965	6.65e-20	88.2	2E2XV@1|root,32XYR@2|Bacteria,1N0JU@1224|Proteobacteria,1SC47@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_02106	278957.ABEA03000149_gene4051	2.58e-95	322.0	2A3N3@1|root,30S5F@2|Bacteria,46YDD@74201|Verrucomicrobia,3K9CP@414999|Opitutae	414999|Opitutae	S	Parallel beta-helix repeats	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_00761	278957.ABEA03000090_gene764	0.0	1299.0	COG1262@1|root,COG3664@1|root,COG1262@2|Bacteria,COG3664@2|Bacteria	2|Bacteria	G	PFAM glycoside hydrolase family 39	-	-	-	-	-	-	-	-	-	-	-	-	Big_3,Big_4,CBM_4_9,CW_binding_1,CarboxypepD_reg,Cas_csx3,Cellulase,Cu-binding_MopE,DUF1566,F5_F8_type_C,FGE-sulfatase,FHA,GUN4,Glyco_hydr_30_2,Glyco_hydro_39,Glyco_hydro_42,Glyco_hydro_43,HEAT_2,NACHT,PD40,PEGA,Peptidase_S9,Pkinase,Sigma70_r2,TIR_2,UnbV_ASPIC,VCBS
MGYG000002473_02408	439235.Dalk_2921	3.68e-30	112.0	COG2172@1|root,COG2172@2|Bacteria,1N9RD@1224|Proteobacteria,42TUP@68525|delta/epsilon subdivisions,2WQJB@28221|Deltaproteobacteria,2MKT2@213118|Desulfobacterales	28221|Deltaproteobacteria	T	anti-sigma regulatory factor	-	-	2.7.11.1	ko:K04757	-	-	-	-	ko00000,ko01000,ko01001,ko03021	-	-	-	HATPase_c_2
MGYG000002473_01560	1120705.FG95_03122	2.16e-194	571.0	COG0465@1|root,COG0465@2|Bacteria,1MU6J@1224|Proteobacteria,2TSYQ@28211|Alphaproteobacteria,2K1U5@204457|Sphingomonadales	204457|Sphingomonadales	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	-	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
MGYG000002473_01776	457421.CBFG_01382	2.94e-19	95.1	COG1609@1|root,COG1609@2|Bacteria,1TQ7K@1239|Firmicutes,247M2@186801|Clostridia,269FS@186813|unclassified Clostridiales	186801|Clostridia	K	Psort location Cytoplasmic, score	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
MGYG000002473_00810	926692.AZYG01000051_gene1865	1.21e-58	197.0	COG1774@1|root,COG1774@2|Bacteria,1TP1V@1239|Firmicutes,247Q6@186801|Clostridia,3WAHD@53433|Halanaerobiales	186801|Clostridia	S	PFAM PSP1 C-terminal conserved region	yaaT	-	-	-	-	-	-	-	-	-	-	-	PSP1
MGYG000002473_00997	317619.ANKN01000232_gene424	7.38e-112	345.0	COG2148@1|root,COG2148@2|Bacteria,1G1XX@1117|Cyanobacteria,1MM5Y@1212|Prochloraceae	1117|Cyanobacteria	M	Alternative locus ID	wcaJ	-	-	-	-	-	-	-	-	-	-	-	Bac_transf,CoA_binding_3
MGYG000002473_00876	1304880.JAGB01000002_gene1935	1.98e-59	196.0	COG2362@1|root,COG2362@2|Bacteria,1TSUZ@1239|Firmicutes,24CY1@186801|Clostridia	186801|Clostridia	E	D-aminopeptidase	-	-	-	ko:K16203	-	-	-	-	ko00000,ko01000,ko01002	3.A.1.5.2	-	-	Peptidase_M55
MGYG000002473_02037	1137799.GZ78_20400	1.9e-102	305.0	COG0106@1|root,COG0106@2|Bacteria,1R6J2@1224|Proteobacteria,1RY60@1236|Gammaproteobacteria,1XHMB@135619|Oceanospirillales	135619|Oceanospirillales	E	Belongs to the HisA HisF family	-	-	5.3.1.16	ko:K01814	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04640	RC00945	ko00000,ko00001,ko00002,ko01000	-	-	-	His_biosynth
MGYG000002473_02699	497964.CfE428DRAFT_0146	7.68e-07	58.5	2DBU5@1|root,2ZB47@2|Bacteria,46VTT@74201|Verrucomicrobia	74201|Verrucomicrobia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_02575	33876.JNXY01000006_gene1226	1.78e-42	149.0	COG3963@1|root,COG3963@2|Bacteria,2I93P@201174|Actinobacteria,4DEC6@85008|Micromonosporales	201174|Actinobacteria	I	Phospholipid N-methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_25
MGYG000002473_03029	555079.Toce_1426	1.05e-39	147.0	COG0614@1|root,COG0614@2|Bacteria,1UNE3@1239|Firmicutes,24AKE@186801|Clostridia,42FIR@68295|Thermoanaerobacterales	186801|Clostridia	P	PFAM periplasmic binding protein	-	-	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2,SLH
MGYG000002473_03552	562970.Btus_0121	2.7e-101	310.0	COG3869@1|root,COG3869@2|Bacteria,1TPBA@1239|Firmicutes,4HC6U@91061|Bacilli,2791S@186823|Alicyclobacillaceae	91061|Bacilli	E	Catalyzes the specific phosphorylation of arginine residues in proteins	mcsB	GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170	2.7.14.1	ko:K19405	-	-	R11090	RC00002,RC00203	ko00000,ko01000	-	-	-	ATP-gua_Ptrans
MGYG000002473_02550	313628.LNTAR_07364	9.76e-15	78.6	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_02175	313628.LNTAR_19702	4.35e-52	174.0	COG0088@1|root,COG0088@2|Bacteria	2|Bacteria	J	Forms part of the polypeptide exit tunnel	rplD	GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003700,GO:0003723,GO:0003735,GO:0004857,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0005886,GO:0006355,GO:0006412,GO:0006417,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008428,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015934,GO:0016020,GO:0016043,GO:0017148,GO:0019219,GO:0019222,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0030234,GO:0030312,GO:0030371,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032069,GO:0032074,GO:0032268,GO:0032269,GO:0032991,GO:0032993,GO:0034248,GO:0034249,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042788,GO:0043043,GO:0043086,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045182,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051336,GO:0051346,GO:0060255,GO:0060698,GO:0060699,GO:0060700,GO:0060701,GO:0060702,GO:0065003,GO:0065007,GO:0065009,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0080090,GO:0097159,GO:0098772,GO:0140110,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1990904,GO:2000112,GO:2000113,GO:2001141	-	ko:K02926,ko:K16193	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	2Fe-2S_thioredx,DUF5324,Ribosomal_L4
MGYG000002473_02038	926556.Echvi_3982	3.58e-174	528.0	COG3387@1|root,COG3387@2|Bacteria,4PKWH@976|Bacteroidetes,47YI3@768503|Cytophagia	976|Bacteroidetes	G	Bacterial alpha-L-rhamnosidase C-terminal domain	-	-	3.2.1.40	ko:K05989	-	-	-	-	ko00000,ko01000	-	-	-	Bac_rhamnosid,Bac_rhamnosid6H,Bac_rhamnosid_C,Bac_rhamnosid_N
MGYG000002473_02025	211114.JOEF01000035_gene1506	2.36e-69	221.0	COG1082@1|root,COG1082@2|Bacteria,2IINM@201174|Actinobacteria,4E3UR@85010|Pseudonocardiales	201174|Actinobacteria	G	Xylose isomerase-like TIM barrel	-	-	-	-	-	-	-	-	-	-	-	-	AP_endonuc_2
MGYG000002473_02576	935863.AWZR01000008_gene112	1.38e-38	160.0	COG1368@1|root,COG1368@2|Bacteria,1MVCM@1224|Proteobacteria,1RNJ3@1236|Gammaproteobacteria,1X35K@135614|Xanthomonadales	135614|Xanthomonadales	M	Transfers a phosphoglycerol residue from phosphatidylglycerol to the membrane-bound nascent glucan backbones	mdoB	-	2.7.8.20	ko:K01002	ko01100,map01100	-	-	-	ko00000,ko01000	-	-	-	Sulfatase
MGYG000002473_01981	933262.AXAM01000001_gene403	4.69e-63	237.0	COG4258@1|root,COG4258@2|Bacteria,1MU1E@1224|Proteobacteria,42P70@68525|delta/epsilon subdivisions,2WJGD@28221|Deltaproteobacteria,2MJYG@213118|Desulfobacterales	28221|Deltaproteobacteria	Q	MMPL family	-	-	-	ko:K07003	-	-	-	-	ko00000	-	-	-	MMPL,Methyltransf_11,Methyltransf_2,Methyltransf_23
MGYG000002473_00919	693746.OBV_31010	2.06e-42	147.0	COG1396@1|root,COG1917@1|root,COG1396@2|Bacteria,COG1917@2|Bacteria,1UW7N@1239|Firmicutes,25KRG@186801|Clostridia,2N7ZG@216572|Oscillospiraceae	186801|Clostridia	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2,HTH_3
MGYG000002473_01519	313628.LNTAR_01892	7.05e-38	149.0	COG0582@1|root,COG0582@2|Bacteria	2|Bacteria	L	DNA integration	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_1,Phage_int_SAM_4,Phage_int_SAM_5,Phage_integrase
MGYG000002473_01261	1123508.JH636443_gene5047	1.03e-12	76.6	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
MGYG000002473_02114	661478.OP10G_1531	6.57e-118	370.0	COG0078@1|root,COG4992@1|root,COG0078@2|Bacteria,COG4992@2|Bacteria	2|Bacteria	E	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	argD	GO:0000050,GO:0003674,GO:0003824,GO:0004585,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0016743,GO:0019627,GO:0019752,GO:0019842,GO:0030170,GO:0034641,GO:0036094,GO:0042450,GO:0042802,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0071941,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.1.3.3,2.6.1.11,2.6.1.17	ko:K00611,ko:K00821	ko00220,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00028,M00029,M00844,M00845	R01398,R02283,R04475	RC00006,RC00062,RC00096	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3,OTCace,OTCace_N
MGYG000002473_00193	794903.OPIT5_24390	2.62e-38	152.0	COG3934@1|root,COG3934@2|Bacteria	2|Bacteria	G	Belongs to the glycosyl hydrolase 5 (cellulase A) family	-	-	-	-	-	-	-	-	-	-	-	-	CBM_4_9,Cellulase,Glyco_hydro_2_C,Glyco_hydro_42,Glyco_hydro_72,Glycos_transf_2
MGYG000002473_03240	1123227.KB899340_gene1432	2.54e-15	72.0	COG2314@1|root,COG2314@2|Bacteria,1N8CV@1224|Proteobacteria	1224|Proteobacteria	S	TM2 domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF4864,PsbP,TM2,zinc_ribbon_2
MGYG000002473_01472	658612.MD26_18600	2.86e-48	184.0	COG2194@1|root,COG2194@2|Bacteria,1MWS7@1224|Proteobacteria,1RQI2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	membrane-associated metal-dependent hydrolase	cptA	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016776,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0046401,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901576,GO:1903509	-	ko:K19353	ko00540,map00540	-	-	-	ko00000,ko00001,ko01000,ko01005	-	-	-	DUF1705,Sulfatase
MGYG000002473_02110	158190.SpiGrapes_0835	1.03e-95	291.0	COG1180@1|root,COG1180@2|Bacteria,2J5BK@203691|Spirochaetes	203691|Spirochaetes	C	Activation of pyruvate formate-lyase under anaerobic conditions by generation of an organic free radical, using S- adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine	pflA	-	1.97.1.4	ko:K04069	-	-	R04710	-	ko00000,ko01000	-	-	-	Fer4,Fer4_12,Radical_SAM
MGYG000002473_00020	570952.ATVH01000011_gene340	2.89e-124	451.0	COG0503@1|root,COG1040@1|root,COG0503@2|Bacteria,COG1040@2|Bacteria,1QV41@1224|Proteobacteria	1224|Proteobacteria	F	acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Ftsk_gamma,Hydrolase_2
MGYG000002473_00085	679189.HMPREF9019_0513	4.19e-71	231.0	COG0641@1|root,COG0641@2|Bacteria,4NJSB@976|Bacteroidetes,2FR91@200643|Bacteroidia	976|Bacteroidetes	C	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_12,Radical_SAM
MGYG000002473_00181	869213.JCM21142_93479	1.08e-38	136.0	COG3194@1|root,COG3194@2|Bacteria	2|Bacteria	F	Catalyzes the catabolism of the allantoin degradation intermediate (S)-ureidoglycolate, generating urea and glyoxylate. Involved in the utilization of allantoin as nitrogen source	allA	GO:0003674,GO:0003824,GO:0016829,GO:0016840,GO:0016842,GO:0050385	4.3.2.3	ko:K01483	ko00230,ko01100,map00230,map01100	-	R00776	RC00153,RC00379	ko00000,ko00001,ko01000	-	-	iAF1260.b0505,iBWG_1329.BWG_0382,iECDH10B_1368.ECDH10B_0461,iECDH1ME8569_1439.ECDH1ME8569_0489,iEcDH1_1363.EcDH1_3107,iJO1366.b0505,iJR904.b0505,iY75_1357.Y75_RS02595	DUF4867,Ureidogly_lyase
MGYG000002473_02396	313628.LNTAR_10266	2.38e-06	54.3	COG0582@1|root,COG0582@2|Bacteria	2|Bacteria	L	DNA integration	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_1,Phage_int_SAM_4,Phage_int_SAM_5,Phage_integrase
MGYG000002473_00848	665571.STHERM_c03740	6.68e-22	92.8	COG1762@1|root,COG1762@2|Bacteria,2J5KE@203691|Spirochaetes	203691|Spirochaetes	G	DNA-binding protein PTS system, IIA component	-	-	-	ko:K02806	ko02060,map02060	-	-	-	ko00000,ko00001,ko01000,ko02000	-	-	-	HTH_17,PTS_EIIA_2
MGYG000002473_01149	411459.RUMOBE_02645	1.01e-11	77.0	COG1554@1|root,COG1554@2|Bacteria,1TPKN@1239|Firmicutes,248K8@186801|Clostridia,3XZ09@572511|Blautia	186801|Clostridia	G	COG NOG04001 non supervised orthologous group	-	-	3.2.1.51	ko:K15923	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000	-	GH95	-	CBM_6,Dockerin_1,F5_F8_type_C,Glyco_hyd_65N_2
MGYG000002473_01292	665956.HMPREF1032_01744	2.98e-83	271.0	COG3383@1|root,COG4624@1|root,COG3383@2|Bacteria,COG4624@2|Bacteria,1TP6C@1239|Firmicutes,24897@186801|Clostridia,3WGMQ@541000|Ruminococcaceae	186801|Clostridia	C	hydrogenase large subunit	-	-	1.12.1.3,1.6.5.3	ko:K00336,ko:K18332	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Fe_hyd_SSU,Fe_hyd_lg_C,Fer2_4,Fer4,Fer4_6,Fer4_7,Fer4_9,NADH-G_4Fe-4S_3,Rubrerythrin
MGYG000002473_00871	385682.AFSL01000047_gene522	1.95e-131	385.0	COG2025@1|root,COG2025@2|Bacteria,4NFSE@976|Bacteroidetes,2FMEK@200643|Bacteroidia,3XJ83@558415|Marinilabiliaceae	976|Bacteroidetes	C	Electron transfer flavoprotein FAD-binding domain	etfA	-	-	ko:K03522	-	-	-	-	ko00000,ko04147	-	-	-	ETF,ETF_alpha
MGYG000002473_02935	313628.LNTAR_21003	8.84e-298	828.0	COG0481@1|root,COG0481@2|Bacteria	2|Bacteria	M	GTPase activity	lepA	-	-	ko:K03596	ko05134,map05134	-	-	-	ko00000,ko00001	-	-	-	EFG_C,EFG_II,GTP_EFTU,GTP_EFTU_D2,LepA_C
MGYG000002473_01766	794903.OPIT5_19370	6.43e-32	124.0	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	CD225,DUF4339,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_01789	1121904.ARBP01000002_gene6735	1.13e-107	322.0	COG1210@1|root,COG1210@2|Bacteria,4NF1P@976|Bacteroidetes,47KQU@768503|Cytophagia	976|Bacteroidetes	M	Nucleotidyl transferase	-	-	2.7.7.9	ko:K00963	ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130	M00129,M00361,M00362,M00549	R00289	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_N,NTP_transferase
MGYG000002473_02933	794903.OPIT5_14035	6.94e-15	79.7	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	CD225,DUF4339,N_methyl,SBP_bac_10,T2SSG
